"","name","Date","Status","Aperture priority","Battery","Body type","Built-in flash","Flash range","Digital zoom","Storage included","Effective pixels","Environmentally sealed","External flash","HDMI","Image stabilization","Live view","Aperture Min","Aperture Max","Aperture Range","Optical zoom","Orientation sensor","Screen dots","Screen size","Sensor photo detectors","Uncompressed format","Weight (inc. batteries)","USB","Continuous drive","Custom white balance","Focal length multiplier","Manual exposure mode","Subject / scene modes","GPS","Microphone","Viewfinder coverage","Number of focus points","Viewfinder magnification","Viewfinder resolution","Speaker","Boosted ISO (maximum)","Boosted ISO (minimum)","Battery Life (CIPA)","Wireless","Headphone port","Microphone port","width","height","length","volume","1:1","16:9","3:2","4:3","5:4","Total Resolution"
"65","Sony Cyber-shot DSC-WX50","267","Active","No","Battery Pack","Compact","Yes","5.3","Yes",19,NA,"No","No","Yes","Optical","Yes","2.6","6.3","3.7",5,"Yes",460800,2.7,17,"No","117","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Stereo",NA,NA,NA,NA,"Mono",NA,NA,22,NA,NA,NA,92,52,19,90896,"No","Yes","No","Yes","No",13899
"66","Sony Cyber-shot DSC-WX70","267","Active","No","Battery Pack","Compact","Yes","5.3","Yes",19,NA,"No","No","Yes","Optical","Yes","2.6","6.3","3.7",5,"Yes",921600,3,17,"No","114","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Stereo",NA,NA,NA,NA,"Mono",NA,NA,22,NA,NA,NA,92,52,19,90896,"No","Yes","No","Yes","No",13899
"67","Sony Cyber-shot DSC-W610","226","Active","No","Battery Pack","Compact","Yes","3.5","Yes",21,NA,"No","No","No","No","Yes","2.8","5.9","3.1",4,"No",230400,2.7,15,"No","113","USB 2.0 (480 Mbit/sec)",1,"No",NA,"No","Yes","None","Mono",NA,NA,NA,NA,"Mono",NA,NA,26,NA,NA,NA,93,52,19,91884,"No","Yes","No","Yes","No",11648
"68","Sony Cyber-shot DSC-W620","226","Active","No","Battery Pack","Compact","Yes","3","Yes",28,NA,"No","No","No","No","Yes","3.2","6.5","3.3",5,NA,230400,2.7,15,"No","116","USB 2.0 (480 Mbit/sec)",1.1,"No",NA,"No","Yes","None","Mono",NA,NA,NA,NA,"Mono",NA,NA,2,"Eye-Fi Connected",NA,NA,98,56,20,109760,"No","Yes","No","Yes","No",11648
"69","Sony Cyber-shot DSC-W650","226","Active","No","Battery Pack","Compact","Yes","3.7","Yes",27,NA,"No","No","No","Optical","Yes","2.6","6.3","3.7",5,NA,230400,3,16,"No","124","USB 2.0 (480 Mbit/sec)",1,"Yes",NA,"No","Yes","None","Mono",NA,NA,NA,NA,"Mono",NA,NA,2,"Eye-Fi Connected",NA,NA,94,56,19,100016,"No","Yes","No","Yes","No",13899
"70","Sony Alpha NEX-5N","81","Active","Yes","Battery Pack","Rangefinder-style mirrorless","No","12","No",0,NA,"No","Yes","Yes","No","Yes",NA,NA,NA,NA,"Yes",920000,3,NA,"RAW","269","USB 2.0 (480 Mbit/sec)",10,"Yes",1.5,"Yes","Yes","None","Stereo",NA,7,NA,NA,"Mono",NA,NA,27,"Eye-Fi Connected",NA,NA,111,59,38,248862,"No","Yes","Yes","No","No",13800
"71","Sony Alpha NEX-7","81","Active","Yes","Battery Pack","Rangefinder-style mirrorless","Yes","6","No",NA,NA,"No","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,921000,3,25,"RAW","400","USB 2.0 (480 Mbit/sec)",10,"Yes",1.5,"Yes","Yes","None","Stereo",100,NA,1.09,NA,"Mono",NA,NA,28,"Eye-Fi Connected",NA,NA,120,67,43,345720,"No","Yes","Yes","No","No",19182
"72","Sony SLT-A77","81","Active","Yes","Battery Pack","Mid-size SLR","Yes","12","No",NA,NA,"Yes","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921000,3,25,"RAW","732","USB 2.0 (480 Mbit/sec)",12,"Yes",1.5,"Yes","Yes","BuiltIn","Stereo",100,11,1.1,2359000,"Mono","25600","50",19,"Eye-Fi Connected",NA,NA,143,104,81,1204632,"No","Yes","Yes","No","No",19182
"73","Sony SLT-A65","81","Active","Yes","Battery Pack","Compact SLR","Yes","10","No",NA,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921000,3,25,"RAW","622","USB 2.0 (480 Mbit/sec)",10,"Yes",1.5,"Yes","Yes","BuiltIn","Stereo",100,12,1.1,2359000,"Mono","25600",NA,NA,"Eye-Fi Connected",NA,NA,132,97,81,1037124,"No","Yes","Yes","No","No",19182
"74","Sony Cyber-shot DSC-WX30","342","Active","No","Battery Pack","Compact","Yes","3.7","Yes",NA,NA,"No","No","Yes","Optical","Yes","2.6","6.3","3.7",5,"Yes",921600,3,17,"No","117","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Stereo",NA,4,NA,NA,NA,NA,NA,26,NA,NA,NA,92,52,19,90896,"No","Yes","No","Yes","No",13899
"75","Sony Cyber-shot DSC-TX55","340","Active","No","Battery Pack","Ultracompact","Yes","3.7","Yes",NA,NA,"No","No","Yes","Optical","Yes","3.5","4.8","1.3",5,"Yes",1229800,3.3,17,"No","109","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Stereo",NA,4,NA,NA,NA,NA,NA,26,"Eye-Fi Connected",NA,NA,93,54,13,65286,"No","Yes","No","Yes","No",13899
"76","Sony Cyber-shot DSC-W550","763","Active","No","Battery Pack","Ultracompact","Yes","3.8","Yes",NA,NA,"No","No","Yes","Optical","No","2.7","5.7","3",4,NA,230000,3,15,"No","110","USB 2.0 (480 Mbit/sec)",1.1,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,56,19,100016,"No","Yes","No","Yes","No",11648
"77","Sony Alpha NEX-C3","416","Active","Yes","Battery Pack","Rangefinder-style mirrorless","No",NA,"No",0,NA,"No","Yes","Yes","No","Yes",NA,NA,NA,NA,"Yes",920000,3,17,"RAW","225","USB 2.0 (480 Mbit/sec)",5.5,"Yes",1.5,"Yes","Yes","None","Stereo",NA,7,NA,NA,NA,"25600",NA,1,"Eye-Fi Connected",NA,NA,110,60,33,217800,"No","Yes","Yes","No","No",13800
"78","Sony SLT-A35","416","Active","Yes","Battery Pack","Compact SLR","Yes","12","No",NA,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921000,3,17,"RAW","415","USB 2.0 (480 Mbit/sec)",5.5,"Yes",1.5,"Yes","Yes","None","Stereo",100,12,1.1,1150000,"None","25600",NA,NA,NA,NA,NA,124,92,85,969680,"No","Yes","Yes","No","No",13800
"79","Sony Cyber-shot DSC-HX9V","134","Active","No","Battery Pack","Compact","Yes","4","Yes",NA,NA,"No","No","Yes","Optical","Yes","3.3","5.9","2.6",16,"Yes",921000,3,17,"No","245","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"Yes","Yes","BuiltIn","Stereo",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,105,59,34,210630,"No","Yes","No","Yes","No",13899
"80","Sony Cyber-shot DSC-HX100V","134","Active","Yes","Battery Pack","SLR-like (bridge)","Yes","12.7","Yes",NA,NA,"No","No","Yes","Optical","Yes","2.8","5.6","2.8",30,"Yes",921000,3,17,"No","577","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"Yes","Yes","BuiltIn","Stereo",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,122,87,93,987102,"No","Yes","No","Yes","No",13899
"81","Sony Cyber-shot DSC-TX100V","290","Active","No","Battery Pack","Ultracompact","Yes","4","Yes",NA,NA,"No","No","Yes","Optical","Yes","3.5","4.6","1.1",4,"Yes",1229000,3.5,17,"No","147","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","BuiltIn","Stereo",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,97,59,18,103014,"No","Yes","No","Yes","No",13899
"82","Sony Cyber-shot DSC-TX10","290","Active","No","Battery Pack","Ultracompact","Yes","3.7","Yes",NA,NA,"Yes","No","Yes","Optical","Yes","3.5","4.6","1.1",4,"Yes",921000,3,17,"No","133","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Stereo",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,96,56,18,96768,"No","Yes","No","Yes","No",13899
"83","Sony Cyber-shot DSC-HX7V","290","Active","No","Battery Pack","Compact","Yes","4.8","Yes",NA,NA,"No","No","Yes","Optical","Yes","3.5","5.5","2",10,"Yes",921000,3,17,"No","208","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","BuiltIn","Stereo",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,102,58,29,171564,"No","Yes","No","Yes","No",13899
"84","Sony Cyber-shot DSC-WX10","290","Active","No","Battery Pack","Compact","Yes","7.1","Yes",NA,NA,"No","No","Yes","Optical","Yes","2.4","5.9","3.5",7,NA,460000,2.8,17,"No","161","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"Yes","Yes","None","Stereo",NA,4,NA,NA,"None",NA,NA,NA,"Eye-Fi Connected",NA,NA,95,54,23,117990,"No","Yes","No","Yes","No",13899
"85","Sony Cyber-shot DSC-WX9","290","Active","No","Battery Pack","Ultracompact","Yes","5.3","Yes",NA,NA,"No","No","Yes","Optical","Yes","2.6","6.3","3.7",5,NA,921000,3,17,"No",NA,"USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Stereo",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,95,56,20,106400,"No","Yes","No","Yes","No",13899
"86","Sony Cyber-shot DSC-W510","290","Active","No","Battery Pack","Ultracompact","Yes","2.3","Yes",NA,NA,NA,"No","No","Sensor-shift","Yes","2.8","5.9","3.1",4,NA,230000,2.7,12,"No","119","USB 2.0 (480 Mbit/sec)",1.2,"No",NA,"No","Yes","None","Mono",NA,4,NA,NA,"None",NA,NA,NA,NA,NA,NA,96,54,20,103680,"No","Yes","No","Yes","No",9100
"87","Sony Cyber-shot DSC-W530","290","Active","No","Battery Pack","Ultracompact","Yes","3.5","Yes",NA,NA,"No","No","Yes","No","Yes","2.7","5.7","3",4,NA,230000,2.7,15,"No","113","USB 2.0 (480 Mbit/sec)",1,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,53,19,93651,"No","Yes","No","Yes","No",11648
"88","Sony Cyber-shot DSC-W560","290","Active","No","Battery Pack","Ultracompact","Yes","3.8","Yes",NA,NA,"No","No","Yes","Optical","No","2.7","5.7","3",4,NA,230000,3,15,"No","110","USB 2.0 (480 Mbit/sec)",1.1,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,94,56,19,100016,"No","Yes","No","Yes","No",11648
"89","Sony Cyber-shot DSC-W570","290","Active","No","Battery Pack","Ultracompact","Yes","3.7","Yes",NA,NA,"No","No","Yes","Optical",NA,"2.6","6.3","3.7",5,NA,230000,2.7,16,"No","116","USB 2.0 (480 Mbit/sec)",1,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,91,52,19,89908,"No","Yes","No","Yes","No",13899
"90","Sony Cyber-shot DSC-T110","290","Active","No","Battery Pack","Ultracompact","Yes","2.8","Yes",NA,NA,"No","No","Yes","No","Yes","3.5","4.6","1.1",4,NA,230000,3,17,"No","121","USB 2.0 (480 Mbit/sec)",1,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,93,56,17,88536,"No","Yes","No","Yes","No",13899
"91","Sony Cyber-shot DSC-H70","290","Active","No","Battery Pack","Compact","Yes","3.6","Yes",NA,NA,"No","No","Yes","Optical","Yes","3.5","5.5","2",10,NA,230000,3,17,"No","194","USB 2.0 (480 Mbit/sec)",1,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,102,58,29,171564,"No","Yes","No","Yes","No",13899
"92","Sony SLT-A55","80","Active","Yes","Battery Pack","Compact SLR","Yes","10","No",NA,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921000,3,17,"RAW","500","USB 2.0 (480 Mbit/sec)",10,"Yes",1.5,"Yes","Yes","BuiltIn","Stereo",100,12,1.1,1150000,"None","25600",NA,NA,"Eye-Fi Connected",NA,NA,124,92,85,969680,"No","Yes","Yes","No","No",13800
"93","Sony SLT-A33","80","Active","Yes","Battery Pack","Compact SLR","Yes","10","No",NA,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921000,3,15,"RAW","500","USB 2.0 (480 Mbit/sec)",7,"Yes",1.5,"Yes","Yes","None","Stereo",100,12,1.1,1150000,"None","25600",NA,NA,"Eye-Fi Connected",NA,NA,124,92,85,969680,"No","Yes","Yes","No","No",11536
"94","Sony Alpha DSLR-A580","80","Active","Yes","Battery Pack","Compact SLR","Yes","12","No",NA,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921600,3,17,"RAW","599","USB 2.0 (480 Mbit/sec)",5,"Yes",1.5,"Yes","Yes","None","Stereo",95,12,0.8,NA,NA,"25600",NA,29,"Eye-Fi Connected",NA,NA,137,104,84,1196832,"No","Yes","Yes","No","No",13800
"95","Sony Alpha DSLR-A560","80","Active","Yes","Battery Pack","Compact SLR","Yes","12","No",NA,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921600,3,15,"RAW","599","USB 2.0 (480 Mbit/sec)",5,"Yes",1.5,"Yes","Yes","None","Stereo",95,12,0.8,NA,NA,"25600",NA,NA,"Eye-Fi Connected",NA,NA,137,104,84,1196832,"No","Yes","Yes","No","No",11536
"96","Sony Cyber-shot DSC-WX5","360","Active","No","Battery Pack","Compact","Yes","5.1","Yes",32,NA,"No","No","Yes","Optical","Yes","2.4","5.9","3.5",5,"Yes",460800,2.8,NA,"No","146","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Stereo",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,92,52,22,105248,"No","Yes","No","Yes","No",9100
"97","Sony Cyber-shot DSC-TX9","360","Active","No","Battery Pack","Ultracompact","Yes","3.8","Yes",32,NA,"No","No","Yes","Optical","Yes","3.5","4.6","1.1",4,"Yes",921600,3.5,NA,"No","149","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Stereo",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,98,60,18,105840,"No","Yes","No","Yes","No",9100
"98","Sony Cyber-shot DSC-T99","360","Active","No","Battery Pack","Ultracompact","Yes","4.6","Yes",45,NA,"No","No","No","Optical","No","3.5","4.6","1.1",4,"Yes",230400,3,NA,"No","121","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,93,56,17,88536,"No","Yes","No","Yes","No",11648
"99","Sony Alpha DSLR-A390","419","Active","Yes","Battery Pack","Compact SLR","Yes","10","No",0,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",230400,2.7,15,"RAW","549","USB 2.0 (480 Mbit/sec)",2.5,"Yes",1.5,"Yes","Yes","None","None",95,4,0.74,NA,NA,NA,NA,30,NA,NA,NA,128,97,86,1067776,"No","Yes","Yes","No","No",11536
"100","Sony Alpha DSLR-A290","419","Active","Yes","Battery Pack","Compact SLR","Yes","10","No",0,NA,"No","Yes","Yes","Sensor-shift","No",NA,NA,NA,NA,"Yes",230400,2.7,15,"RAW","549","USB 2.0 (480 Mbit/sec)",2.5,"Yes",1.5,"Yes","Yes","None","None",95,4,0.83,NA,NA,NA,NA,4,NA,NA,NA,128,97,86,1067776,"No","Yes","Yes","No","No",11536
"101","Sony Alpha NEX-5","467","Active","Yes","Battery Pack","Rangefinder-style mirrorless","No","12","No",0,NA,"No","Yes","Yes","No","Yes",NA,NA,NA,NA,"Yes",920000,3,15,"RAW","287","USB 2.0 (480 Mbit/sec)",7,"Yes",1.5,"Yes","Yes","None","Stereo",NA,7,NA,NA,"Mono",NA,NA,NA,NA,NA,NA,111,59,38,248862,"No","Yes","Yes","No","No",11536
"102","Sony Alpha NEX-3","467","Active","Yes","Battery Pack","Rangefinder-style mirrorless","No","12","No",0,NA,"No","Yes","Yes","No","Yes",NA,NA,NA,NA,"Yes",920000,3,15,"RAW","297","USB 2.0 (480 Mbit/sec)",7,"Yes",1.5,"Yes","Yes","None","Stereo",NA,7,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,117,62,33,239382,"No","Yes","Yes","No","No",11536
"103","Sony Cyber-shot DSC-TX5","162","Active","No","Battery Pack","Ultracompact","Yes","2.9","Yes",NA,NA,"Yes","No","Yes","Optical","Yes","3.5","6.3","2.8",4,"Yes",230000,3,10,"No","148","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,57,18,96444,"No","Yes","No","Yes","No",7221
"104","Sony Cyber-shot DSC-H55","162","Active","No","Battery Pack","Compact","Yes","3.8","Yes",45,NA,"No","No","No","Optical","Yes","3.5","5.5","2",10,"Yes",230000,3,NA,"No","200","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Stereo",NA,4,NA,NA,"None",NA,NA,NA,NA,NA,NA,103,58,29,173246,"No","Yes","No","Yes","No",11648
"105","Sony Cyber-shot DSC-HX5","295","Active","No","Battery Pack","Compact","Yes","3.8","Yes",45,NA,"No","No","Yes","Optical","Yes","3.5","5.5","2",10,"Yes",230400,3,NA,"No","200","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"Yes","Yes","BuiltIn","Stereo",NA,4,NA,NA,"Mono",NA,NA,NA,NA,NA,NA,102,58,29,171564,"No","Yes","No","Yes","No",6080
"106","Sony Cyber-shot DSC-TX7","295","Active","No","Battery Pack","Ultracompact","Yes","3.8","Yes",45,NA,"No","No","Yes","Optical","Yes","3.5","4.6","1.1",4,"Yes",921000,3.5,NA,"No","149","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Stereo",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,60,18,105840,"No","Yes","No","Yes","No",6080
"107","Sony Cyber-shot DSC-S2100","295","Active","No","AA","Compact","Yes","3.3","Yes",6,NA,"No","No","Yes","No","Yes","3.1","5.6","2.5",3.2,"No",230400,3,12,"No","167","USB 2.0 (480 Mbit/sec)",1.1,"No",NA,"No","Yes",NA,"Stereo",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,61,27,161406,"No","Yes","Yes","Yes","No",9100
"108","Sony Cyber-shot DSC-S2000","295","Active","No","AA","Compact","Yes","3.3","Yes",6,NA,"No","No","Yes","No","Yes","3.1","5.6","2.5",3.2,"No",230400,3,NA,"No","167","USB 2.0 (480 Mbit/sec)",1.1,"No",NA,"No","Yes","None","Stereo",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,61,27,161406,"No","Yes","No","Yes","No",6080
"109","Sony Cyber-shot DSC-W350","295","Active","No","Battery Pack","Ultracompact","Yes","3.8","Yes",45,NA,"No","No","Yes","Optical","No","2.7","5.7","3",4,"Yes",230000,2.7,NA,"No","117","USB 2.0 (480 Mbit/sec)",1.5,"Yes",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,52,17,80444,"No","Yes","No","Yes","No",11648
"110","Sony Cyber-shot DSC-W380","295","Active","No","Battery Pack","Ultracompact","Yes","4.8","Yes",45,NA,"No","No","Yes","Optical","No","2.4","5.9","3.5",5,"Yes",230400,2.7,NA,"No","117","USB 2.0 (480 Mbit/sec)",1.5,"Yes",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,52,20,94640,"No","Yes","No","Yes","No",11648
"111","Sony Cyber-shot DSC-W320","295","Active","No","Battery Pack","Ultracompact","Yes","4.8","Yes",45,NA,"No","No","Yes","No","No","2.7","5.7","3",4,"Yes",230400,2.7,NA,"No","117","USB 2.0 (480 Mbit/sec)",1,"No",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,52,17,82212,"No","Yes","No","Yes","No",11648
"112","Sony Cyber-shot DSC-W310","295","Active","No","Battery Pack","Ultracompact","Yes","3","Yes",6,NA,"No","No","No","Sensor-shift","No","3","5.8","2.8",4,"Yes",230400,2.7,NA,"No","137","USB 2.0 (480 Mbit/sec)",1.1,"No",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,55,19,99275,"No","Yes","No","Yes","No",9100
"113","Sony Cyber-shot DSC-W330","295","Active","No","Battery Pack","Ultracompact","Yes","3.5","Yes",28,NA,"No","No","No","No","No","2.7","5.7","3",4,"No",230400,3,NA,"No","128","USB 2.0 (480 Mbit/sec)",1.8,"No",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,57,17,93024,"No","Yes","No","Yes","No",11648
"114","Sony Cyber-shot DSC-W370","295","Active","No","Battery Pack","Compact","Yes","5","Yes",19,NA,"No","No","Yes","Optical","Yes","3.6","5.6","2",7,"Yes",230400,3,NA,"No","179","USB 2.0 (480 Mbit/sec)",1.8,"Yes",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,57,26,148200,"No","Yes","No","Yes","No",11648
"115","Sony Alpha DSLR-A450","282","Active","Yes","Battery Pack","Compact SLR","Yes","12","No",0,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",230400,2.7,15,"RAW","560","USB 2.0 (480 Mbit/sec)",7,"Yes",1.5,"Yes","Yes","None","None",95,4,0.8,NA,NA,NA,NA,29,NA,NA,NA,137,104,81,1154088,"No","Yes","Yes","No","No",11536
"116","Sony Alpha DSLR-A850","92","Active","Yes","Battery Pack","Mid-size SLR","No",NA,"No",0,NA,"No","Yes","Yes","Sensor-shift","No",NA,NA,NA,NA,"Yes",921600,3,26,"RAW","895","USB 2.0 (480 Mbit/sec)",3,"Yes",NA,"Yes","No","None","None",98,4,0.74,NA,NA,"6400",NA,31,NA,NA,NA,156,117,82,1496664,"No","Yes","Yes","No","No",19740
"117","Sony Alpha DSLR-A500","92","Active","Yes","Battery Pack","Compact SLR","Yes","12","Yes",0,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",230000,3,13,"RAW","630","USB 2.0 (480 Mbit/sec)",5,"Yes",1.5,"Yes","No",NA,"None",95,4,0.8,NA,NA,NA,NA,32,NA,NA,NA,137,104,84,1196832,"No","Yes","Yes","No","No",9588
"118","Sony Alpha DSLR-A550","92","Active","Yes","Battery Pack","Compact SLR","Yes","12","No",0,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921600,3,15,"RAW","632","USB 2.0 (480 Mbit/sec)",7,"Yes",1.5,"Yes","Yes",NA,"None",95,4,0.8,NA,NA,NA,NA,11,NA,NA,NA,137,104,84,1196832,"No","Yes","Yes","No","No",11536
"119","Sony Cyber-shot DSC-TX1","116","Active","No","Battery Pack","Ultracompact","Yes","3","Yes",11,NA,"No","No","Yes","Optical","Yes","3.5","4.6","1.1",4,"Yes",230000,3,11,"No","142","USB 2.0 (480 Mbit/sec)",NA,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,58,17,92684,"No","Yes","Yes","Yes","No",7221
"120","Sony Alpha DSLR-A380","479","Active","Yes","Battery Pack","Compact SLR","Yes","10","No",0,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",230400,2.7,15,"RAW","519","USB 2.0 (480 Mbit/sec)",2.5,"Yes",1.5,"Yes","No","None","None",95,4,0.74,NA,NA,NA,NA,NA,NA,NA,NA,128,97,71,881536,"No","Yes","Yes","No","No",11536
"121","Sony Alpha DSLR-A330","479","Active","Yes","Battery Pack","Compact SLR","Yes","10","No",0,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",230400,2.7,11,"RAW","529","USB 2.0 (480 Mbit/sec)",2.5,"Yes",1.5,"Yes","Yes","None","None",95,4,0.74,NA,NA,NA,NA,30,NA,NA,NA,128,97,71,881536,"No","Yes","Yes","No","No",6960
"122","Sony Alpha DSLR-A230","479","Active","Yes","Battery Pack","Compact SLR","Yes","10","No",0,NA,"No","Yes","Yes","Sensor-shift","No",NA,NA,NA,NA,"Yes",230400,2.7,11,"RAW","490","USB 2.0 (480 Mbit/sec)",2.5,"Yes",1.5,"Yes","Yes","None","None",95,4,0.83,NA,NA,NA,NA,30,NA,NA,NA,128,97,68,844288,"No","Yes","Yes","No","No",6960
"123","Sony Cyber-shot DSC-HX1","437","Active","Yes","Battery Pack","SLR-like (bridge)","Yes","9.2","Yes",11,NA,"No","No","Yes","Optical","Yes","2.8","5.2","2.4",20,"Yes",230400,3,10,"No","544","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"Yes","Yes","None","Stereo",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,83,92,878140,"No","Yes","Yes","Yes","No",6080
"124","Sony Cyber-shot DSC-W230","158","Active","No","Battery Pack","Compact","Yes","3.9","Yes",15,NA,"No","No","Yes","Optical","No","2.8","5.8","3",4,"No",230400,3,12,"No","156","USB 2.0 (480 Mbit/sec)",1.8,"No",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,57,22,119130,"No","Yes","Yes","Yes","No",9100
"125","Sony Cyber-shot DSC-W290","158","Active","No","Battery Pack","Compact","Yes","3.9","Yes",11,NA,"No","No","Yes","Optical","No","3.3","5.2","1.9",5,"No",230400,3,12,"No","167","USB 2.0 (480 Mbit/sec)",1.8,"No",NA,"No","Yes","None","Mono",NA,4,NA,NA,"None",NA,NA,NA,NA,NA,NA,98,57,23,128478,"No","Yes","Yes","Yes","No",9100
"126","Sony Cyber-shot DSC-T900","158","Active","No","Battery Pack","Ultracompact","Yes","2.9","Yes",11,NA,"No","No","Yes","Optical","No","3.5","10","6.5",4,"Yes",921600,3.5,12,"No","143","USB 2.0 (480 Mbit/sec)",1.8,"No",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,58,16,90944,"No","Yes","Yes","Yes","No",9100
"127","Sony Cyber-shot DSC-T90","158","Active","No","Battery Pack","Ultracompact","Yes","2.9","Yes",11,NA,"No","No","Yes","Optical","No","3.5","10","6.5",4,"Yes",230400,3,12,"No","148","USB 2.0 (480 Mbit/sec)",1.8,"No",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,57,15,80370,"No","Yes","Yes","Yes","No",9100
"128","Sony Cyber-shot DSC-S980","693","Active","No","Battery Pack","Compact","Yes","3.5","Yes",12,NA,"No","No","Yes","No","No","3.3","5.2","1.9",4,"No",230400,2.7,12,"No","167","USB 2.0 (480 Mbit/sec)",1,"No",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,56,24,124992,"No","Yes","Yes","Yes","No",9100
